emoji,description,group,points,primary
🌯,"burrito",Food & Drink,1F32F,true
🫔,"tamale",Food & Drink,1FAD4,true
🥙,"stuffed flatbread",Food & Drink,1F959,true
🧆,"falafel",Food & Drink,1F9C6,true
🥚,"egg",Food & Drink,1F95A,true
🍳,"cooking",Food & Drink,1F373,true
🥘,"shallow pan of food",Food & Drink,1F958,true
🍲,"pot of food",Food & Drink,1F372,true
🫕,"fondue",Food & Drink,1FAD5,true
🥣,"bowl with spoon",Food & Drink,1F963,true
🥗,"green salad",Food & Drink,1F957,true
🍿,"popcorn",Food & Drink,1F37F,true
🧈,"butter",Food & Drink,1F9C8,true
🧂,"salt",Food & Drink,1F9C2,true
🥫,"canned food",Food & Drink,1F96B,true
🍱,"bento box",Food & Drink,1F371,true
🍘,"rice cracker",Food & Drink,1F358,true
🍙,"rice ball",Food & Drink,1F359,true
🍚,"cooked rice",Food & Drink,1F35A,true
🍛,"curry rice",Food & Drink,1F35B,true
🍜,"steaming bowl",Food & Drink,1F35C,true
🍝,"spaghetti",Food & Drink,1F35D,true
🍠,"roasted sweet potato",Food & Drink,1F360,true
🍢,"oden",Food & Drink,1F362,true
🍣,"sushi",Food & Drink,1F363,true
🍤,"fried shrimp",Food & Drink,1F364,true
🍥,"fish cake with swirl",Food & Drink,1F365,true
🥮,"moon cake",Food & Drink,1F96E,true
🍡,"dango",Food & Drink,1F361,true
🥟,"dumpling",Food & Drink,1F95F,true
🥠,"fortune cookie",Food & Drink,1F960,true
🥡,"takeout box",Food & Drink,1F961,true
🍦,"soft ice cream",Food & Drink,1F366,true
🍧,"shaved ice",Food & Drink,1F367,true
🍨,"ice cream",Food & Drink,1F368,true
🍩,"doughnut",Food & Drink,1F369,true
🍪,"cookie",Food & Drink,1F36A,true
🎂,"birthday cake",Food & Drink,1F382,true
🍰,"shortcake",Food & Drink,1F370,true
🧁,"cupcake",Food & Drink,1F9C1,true
🥧,"pie",Food & Drink,1F967,true
🍫,"chocolate bar",Food & Drink,1F36B,true
🍬,"candy",Food & Drink,1F36C,true
🍭,"lollipop",Food & Drink,1F36D,true
🍮,"custard",Food & Drink,1F36E,true
🍯,"honey pot",Food & Drink,1F36F,true
🍼,"baby bottle",Food & Drink,1F37C,true
🥛,"glass of milk",Food & Drink,1F95B,true
☕,"hot beverage",Food & Drink,2615,true
🫖,"teapot",Food & Drink,1FAD6,true
🍵,"teacup without handle",Food & Drink,1F375,true
🍶,"sake",Food & Drink,1F376,true
🍾,"bottle with popping cork",Food & Drink,1F37E,true
🍷,"wine glass",Food & Drink,1F377,true
🍸,"cocktail glass",Food & Drink,1F378,true
🍹,"tropical drink",Food & Drink,1F379,true
🍺,"beer mug",Food & Drink,1F37A,true
🍻,"clinking beer mugs",Food & Drink,1F37B,true
🥂,"clinking glasses",Food & Drink,1F942,true
🥃,"tumbler glass",Food & Drink,1F943,true
🫗,"pouring liquid",Food & Drink,1FAD7,true
🥤,"cup with straw",Food & Drink,1F964,true
🧋,"bubble tea",Food & Drink,1F9CB,true
🧃,"beverage box",Food & Drink,1F9C3,true
🧉,"mate",Food & Drink,1F9C9,true
🧊,"ice",Food & Drink,1F9CA,true
🥢,"chopsticks",Food & Drink,1F962,true
🍽️,"fork and knife with plate",Food & Drink,1F37D FE0F,false
🍴,"fork and knife",Food & Drink,1F374,true
🥄,"spoon",Food & Drink,1F944,true
🔪,"kitchen knife",Food & Drink,1F52A,true
🫙,"jar",Food & Drink,1FAD9,true
🏺,"amphora",Food & Drink,1F3FA,true
🌍,"globe showing Europe-Africa",Travel & Places,1F30D,true
🌎,"globe showing Americas",Travel & Places,1F30E,true
🌏,"globe showing Asia-Australia",Travel & Places,1F30F,true
🌐,"globe with meridians",Travel & Places,1F310,true
🗺️,"world map",Travel & Places,1F5FA FE0F,false
🗾,"map of Japan",Travel & Places,1F5FE,true
🧭,"compass",Travel & Places,1F9ED,true
🏔️,"snow-capped mountain",Travel & Places,1F3D4 FE0F,false
⛰️,"mountain",Travel & Places,26F0 FE0F,false
🌋,"volcano",Travel & Places,1F30B,true
🗻,"mount fuji",Travel & Places,1F5FB,true
🏕️,"camping",Travel & Places,1F3D5 FE0F,false
🏖️,"beach with umbrella",Travel & Places,1F3D6 FE0F,false
🏜️,"desert",Travel & Places,1F3DC FE0F,false
🏝️,"desert island",Travel & Places,1F3DD FE0F,false
🏞️,"national park",Travel & Places,1F3DE FE0F,false
🏟️,"stadium",Travel & Places,1F3DF FE0F,false
🏛️,"classical building",Travel & Places,1F3DB FE0F,false
🏗️,"building construction",Travel & Places,1F3D7 FE0F,false
🧱,"brick",Travel & Places,1F9F1,true
🪨,"rock",Travel & Places,1FAA8,true
🪵,"wood",Travel & Places,1FAB5,true
🛖,"hut",Travel & Places,1F6D6,true
🏘️,"houses",Travel & Places,1F3D8 FE0F,false
🏚️,"derelict house",Travel & Places,1F3DA FE0F,false
🏠,"house",Travel & Places,1F3E0,true
🏡,"house with garden",Travel & Places,1F3E1,true
🏢,"office building",Travel & Places,1F3E2,true
🏣,"Japanese post office",Travel & Places,1F3E3,true
🏤,"post office",Travel & Places,1F3E4,true
🏥,"hospital",Travel & Places,1F3E5,true
🏦,"bank",Travel & Places,1F3E6,true
🏨,"hotel",Travel & Places,1F3E8,true
🏩,"love hotel",Travel & Places,1F3E9,true
🏪,"convenience store",Travel & Places,1F3EA,true
🏫,"school",Travel & Places,1F3EB,true
🏬,"department store",Travel & Places,1F3EC,true
🏭,"factory",Travel & Places,1F3ED,true
🏯,"Japanese castle",Travel & Places,1F3EF,true
🏰,"castle",Travel & Places,1F3F0,true
💒,"wedding",Travel & Places,1F492,true
🗼,"Tokyo tower",Travel & Places,1F5FC,true
🗽,"Statue of Liberty",Travel & Places,1F5FD,true
⛪,"church",Travel & Places,26EA,true
🕌,"mosque",Travel & Places,1F54C,true
🛕,"hindu temple",Travel & Places,1F6D5,true
🕍,"synagogue",Travel & Places,1F54D,true
⛩️,"shinto shrine",Travel & Places,26E9 FE0F,false
🕋,"kaaba",Travel & Places,1F54B,true
⛲,"fountain",Travel & Places,26F2,true
⛺,"tent",Travel & Places,26FA,true
🌁,"foggy",Travel & Places,1F301,true
🌃,"night with stars",Travel & Places,1F303,true
🏙️,"cityscape",Travel & Places,1F3D9 FE0F,false
🌄,"sunrise over mountains",Travel & Places,1F304,true
🌅,"sunrise",Travel & Places,1F305,true
🌆,"cityscape at dusk",Travel & Places,1F306,true
🌇,"sunset",Travel & Places,1F307,true
🌉,"bridge at night",Travel & Places,1F309,true
♨️,"hot springs",Travel & Places,2668 FE0F,false
🎠,"carousel horse",Travel & Places,1F3A0,true
🛝,"playground slide",Travel & Places,1F6DD,true
🎡,"ferris wheel",Travel & Places,1F3A1,true
🎢,"roller coaster",Travel & Places,1F3A2,true
💈,"barber pole",Travel & Places,1F488,true
🎪,"circus tent",Travel & Places,1F3AA,true
🚂,"locomotive",Travel & Places,1F682,true
🚃,"railway car",Travel & Places,1F683,true
🚄,"high-speed train",Travel & Places,1F684,true
🚅,"bullet train",Travel & Places,1F685,true
🚆,"train",Travel & Places,1F686,true
🚇,"metro",Travel & Places,1F687,true
🚈,"light rail",Travel & Places,1F688,true
🚉,"station",Travel & Places,1F689,true
🚊,"tram",Travel & Places,1F68A,true
🚝,"monorail",Travel & Places,1F69D,true
🚞,"mountain railway",Travel & Places,1F69E,true
🚋,"tram car",Travel & Places,1F68B,true
🚌,"bus",Travel & Places,1F68C,true
🚍,"oncoming bus",Travel & Places,1F68D,true
🚎,"trolleybus",Travel & Places,1F68E,true
🚐,"minibus",Travel & Places,1F690,true
🚑,"ambulance",Travel & Places,1F691,true
🚒,"fire engine",Travel & Places,1F692,true
🚓,"police car",Travel & Places,1F693,true
🚔,"oncoming police car",Travel & Places,1F694,true
🚕,"taxi",Travel & Places,1F695,true
🚖,"oncoming taxi",Travel & Places,1F696,true
🚗,"automobile",Travel & Places,1F697,true
🚘,"oncoming automobile",Travel & Places,1F698,true
🚙,"sport utility vehicle",Travel & Places,1F699,true
🛻,"pickup truck",Travel & Places,1F6FB,true
🚚,"delivery truck",Travel & Places,1F69A,true
🚛,"articulated lorry",Travel & Places,1F69B,true
🚜,"tractor",Travel & Places,1F69C,true
🏎️,"racing car",Travel & Places,1F3CE FE0F,false
🏍️,"motorcycle",Travel & Places,1F3CD FE0F,false
🛵,"motor scooter",Travel & Places,1F6F5,true
🦽,"manual wheelchair",Travel & Places,1F9BD,true
🦼,"motorized wheelchair",Travel & Places,1F9BC,true
🛺,"auto rickshaw",Travel & Places,1F6FA,true
🚲,"bicycle",Travel & Places,1F6B2,true
🛴,"kick scooter",Travel & Places,1F6F4,true
🛹,"skateboard",Travel & Places,1F6F9,true
🛼,"roller skate",Travel & Places,1F6FC,true
🚏,"bus stop",Travel & Places,1F68F,true
🛣️,"motorway",Travel & Places,1F6E3 FE0F,false
🛤️,"railway track",Travel & Places,1F6E4 FE0F,false
🛢️,"oil drum",Travel & Places,1F6E2 FE0F,false
⛽,"fuel pump",Travel & Places,26FD,true
🛞,"wheel",Travel & Places,1F6DE,true
🚨,"police car light",Travel & Places,1F6A8,true
🚥,"horizontal traffic light",Travel & Places,1F6A5,true
🚦,"vertical traffic light",Travel & Places,1F6A6,true
🛑,"stop sign",Travel & Places,1F6D1,true
🚧,"construction",Travel & Places,1F6A7,true
⚓,"anchor",Travel & Places,2693,true
🛟,"ring buoy",Travel & Places,1F6DF,true
⛵,"sailboat",Travel & Places,26F5,true
🛶,"canoe",Travel & Places,1F6F6,true
🚤,"speedboat",Travel & Places,1F6A4,true
🛳️,"passenger ship",Travel & Places,1F6F3 FE0F,false
⛴️,"ferry",Travel & Places,26F4 FE0F,false
🛥️,"motor boat",Travel & Places,1F6E5 FE0F,false
🚢,"ship",Travel & Places,1F6A2,true
✈️,"airplane",Travel & Places,2708 FE0F,false
🛩️,"small airplane",Travel & Places,1F6E9 FE0F,false
🛫,"airplane departure",Travel & Places,1F6EB,true
🛬,"airplane arrival",Travel & Places,1F6EC,true
🪂,"parachute",Travel & Places,1FA82,true
💺,"seat",Travel & Places,1F4BA,true
🚁,"helicopter",Travel & Places,1F681,true
🚟,"suspension railway",Travel & Places,1F69F,true
🚠,"mountain cableway",Travel & Places,1F6A0,true
🚡,"aerial tramway",Travel & Places,1F6A1,true
🛰️,"satellite",Travel & Places,1F6F0 FE0F,false
🚀,"rocket",Travel & Places,1F680,true
🛸,"flying saucer",Travel & Places,1F6F8,true
🛎️,"bellhop bell",Travel & Places,1F6CE FE0F,false
🧳,"luggage",Travel & Places,1F9F3,true
⌛,"hourglass done",Travel & Places,231B,true
⏳,"hourglass not done",Travel & Places,23F3,true
⌚,"watch",Travel & Places,231A,true
⏰,"alarm clock",Travel & Places,23F0,true
⏱️,"stopwatch",Travel & Places,23F1 FE0F,false
⏲️,"timer clock",Travel & Places,23F2 FE0F,false
🕰️,"mantelpiece clock",Travel & Places,1F570 FE0F,false
🕛,"twelve o’clock",Travel & Places,1F55B,true
🕧,"twelve-thirty",Travel & Places,1F567,true
🕐,"one o’clock",Travel & Places,1F550,true
🕜,"one-thirty",Travel & Places,1F55C,true
🕑,"two o’clock",Travel & Places,1F551,true
🕝,"two-thirty",Travel & Places,1F55D,true
🕒,"three o’clock",Travel & Places,1F552,true
🕞,"three-thirty",Travel & Places,1F55E,true
🕓,"four o’clock",Travel & Places,1F553,true
🕟,"four-thirty",Travel & Places,1F55F,true
🕔,"five o’clock",Travel & Places,1F554,true
🕠,"five-thirty",Travel & Places,1F560,true
🕕,"six o’clock",Travel & Places,1F555,true
🕡,"six-thirty",Travel & Places,1F561,true
🕖,"seven o’clock",Travel & Places,1F556,true
🕢,"seven-thirty",Travel & Places,1F562,true
🕗,"eight o’clock",Travel & Places,1F557,true
🕣,"eight-thirty",Travel & Places,1F563,true
🕘,"nine o’clock",Travel & Places,1F558,true
🕤,"nine-thirty",Travel & Places,1F564,true
🕙,"ten o’clock",Travel & Places,1F559,true
🕥,"ten-thirty",Travel & Places,1F565,true
🕚,"eleven o’clock",Travel & Places,1F55A,true
🕦,"eleven-thirty",Travel & Places,1F566,true
🌑,"new moon",Travel & Places,1F311,true
🌒,"waxing crescent moon",Travel & Places,1F312,true
🌓,"first quarter moon",Travel & Places,1F313,true
🌔,"waxing gibbous moon",Travel & Places,1F314,true
🌕,"full moon",Travel & Places,1F315,true
🌖,"waning gibbous moon",Travel & Places,1F316,true
🌗,"last quarter moon",Travel & Places,1F317,true
🌘,"waning crescent moon",Travel & Places,1F318,true
🌙,"crescent moon",Travel & Places,1F319,true
🌚,"new moon face",Travel & Places,1F31A,true
🌛,"first quarter moon face",Travel & Places,1F31B,true
🌜,"last quarter moon face",Travel & Places,1F31C,true
🌡️,"thermometer",Travel & Places,1F321 FE0F,false
☀️,"sun",Travel & Places,2600 FE0F,false
🌝,"full moon face",Travel & Places,1F31D,true
🌞,"sun with face",Travel & Places,1F31E,true
🪐,"ringed planet",Travel & Places,1FA90,true
⭐,"star",Travel & Places,2B50,true
🌟,"glowing star",Travel & Places,1F31F,true
🌠,"shooting star",Travel & Places,1F320,true
🌌,"milky way",Travel & Places,1F30C,true
☁️,"cloud",Travel & Places,2601 FE0F,false
⛅,"sun behind cloud",Travel & Places,26C5,true
⛈️,"cloud with lightning and rain",Travel & Places,26C8 FE0F,false
🌤️,"sun behind small cloud",Travel & Places,1F324 FE0F,false
🌥️,"sun behind large cloud",Travel & Places,1F325 FE0F,false
🌦️,"sun behind rain cloud",Travel & Places,1F326 FE0F,false
🌧️,"cloud with rain",Travel & Places,1F327 FE0F,false
🌨️,"cloud with snow",Travel & Places,1F328 FE0F,false
🌩️,"cloud with lightning",Travel & Places,1F329 FE0F,false
🌪️,"tornado",Travel & Places,1F32A FE0F,false
🌫️,"fog",Travel & Places,1F32B FE0F,false
🌬️,"wind face",Travel & Places,1F32C FE0F,false
🌀,"cyclone",Travel & Places,1F300,true
🌈,"rainbow",Travel & Places,1F308,true
🌂,"closed umbrella",Travel & Places,1F302,true
☂️,"umbrella",Travel & Places,2602 FE0F,false
☔,"umbrella with rain drops",Travel & Places,2614,true
⛱️,"umbrella on ground",Travel & Places,26F1 FE0F,false
⚡,"high voltage",Travel & Places,26A1,true
❄️,"snowflake",Travel & Places,2744 FE0F,false
☃️,"snowman",Travel & Places,2603 FE0F,false
⛄,"snowman without snow",Travel & Places,26C4,true
☄️,"comet",Travel & Places,2604 FE0F,false
🔥,"fire",Travel & Places,1F525,true
💧,"droplet",Travel & Places,1F4A7,true
🌊,"water wave",Travel & Places,1F30A,true
🎃,"jack-o-lantern",Activities,1F383,true
🎄,"Christmas tree",Activities,1F384,true
🎆,"fireworks",Activities,1F386,true
🎇,"sparkler",Activities,1F387,true
🧨,"firecracker",Activities,1F9E8,true
✨,"sparkles",Activities,2728,true
🎈,"balloon",Activities,1F388,true
🎉,"party popper",Activities,1F389,true
🎊,"confetti ball",Activities,1F38A,true
🎋,"tanabata tree",Activities,1F38B,true
🎍,"pine decoration",Activities,1F38D,true
🎎,"Japanese dolls",Activities,1F38E,true
🎏,"carp streamer",Activities,1F38F,true
🎐,"wind chime",Activities,1F390,true
🎑,"moon viewing ceremony",Activities,1F391,true
🧧,"red envelope",Activities,1F9E7,true
🎀,"ribbon",Activities,1F380,true
🎁,"wrapped gift",Activities,1F381,true
🎗️,"reminder ribbon",Activities,1F397 FE0F,false
🎟️,"admission tickets",Activities,1F39F FE0F,false
🎫,"ticket",Activities,1F3AB,true
🎖️,"military medal",Activities,1F396 FE0F,false
🏆,"trophy",Activities,1F3C6,true
🏅,"sports medal",Activities,1F3C5,true
🥇,"1st place medal",Activities,1F947,true
🥈,"2nd place medal",Activities,1F948,true
🥉,"3rd place medal",Activities,1F949,true
⚽,"soccer ball",Activities,26BD,true
⚾,"baseball",Activities,26BE,true
🥎,"softball",Activities,1F94E,true
🏀,"basketball",Activities,1F3C0,true
🏐,"volleyball",Activities,1F3D0,true
🏈,"american football",Activities,1F3C8,true
🏉,"rugby football",Activities,1F3C9,true
🎾,"tennis",Activities,1F3BE,true
🥏,"flying disc",Activities,1F94F,true
🎳,"bowling",Activities,1F3B3,true
🏏,"cricket game",Activities,1F3CF,true
🏑,"field hockey",Activities,1F3D1,true
🏒,"ice hockey",Activities,1F3D2,true
🥍,"lacrosse",Activities,1F94D,true
🏓,"ping pong",Activities,1F3D3,true
🏸,"badminton",Activities,1F3F8,true
🥊,"boxing glove",Activities,1F94A,true
🥋,"martial arts uniform",Activities,1F94B,true
🥅,"goal net",Activities,1F945,true
⛳,"flag in hole",Activities,26F3,true
⛸️,"ice skate",Activities,26F8 FE0F,false
🎣,"fishing pole",Activities,1F3A3,true
🤿,"diving mask",Activities,1F93F,true
🎽,"running shirt",Activities,1F3BD,true
🎿,"skis",Activities,1F3BF,true
🛷,"sled",Activities,1F6F7,true
🥌,"curling stone",Activities,1F94C,true
🎯,"bullseye",Activities,1F3AF,true
🪀,"yo-yo",Activities,1FA80,true
🪁,"kite",Activities,1FA81,true
🔫,"water pistol",Activities,1F52B,true
🎱,"pool 8 ball",Activities,1F3B1,true
🔮,"crystal ball",Activities,1F52E,true
🪄,"magic wand",Activities,1FA84,true
🎮,"video game",Activities,1F3AE,true
🕹️,"joystick",Activities,1F579 FE0F,false
🎰,"slot machine",Activities,1F3B0,true
🎲,"game die",Activities,1F3B2,true
🧩,"puzzle piece",Activities,1F9E9,true
🧸,"teddy bear",Activities,1F9F8,true
🪅,"piñata",Activities,1FA85,true
🪩,"mirror ball",Activities,1FAA9,true
🪆,"nesting dolls",Activities,1FA86,true
♠️,"spade suit",Activities,2660 FE0F,false
♥️,"heart suit",Activities,2665 FE0F,false
♦️,"diamond suit",Activities,2666 FE0F,false
♣️,"club suit",Activities,2663 FE0F,false
♟️,"chess pawn",Activities,265F FE0F,false
🃏,"joker",Activities,1F0CF,true
🀄,"mahjong red dragon",Activities,1F004,true
🎴,"flower playing cards",Activities,1F3B4,true
🎭,"performing arts",Activities,1F3AD,true
🖼️,"framed picture",Activities,1F5BC FE0F,false
🎨,"artist palette",Activities,1F3A8,true
🧵,"thread",Activities,1F9F5,true
🪡,"sewing needle",Activities,1FAA1,true
🧶,"yarn",Activities,1F9F6,true
🪢,"knot",Activities,1FAA2,true
👓,"glasses",Objects,1F453,true
🕶️,"sunglasses",Objects,1F576 FE0F,false
🥽,"goggles",Objects,1F97D,true
🥼,"lab coat",Objects,1F97C,true
🦺,"safety vest",Objects,1F9BA,true
👔,"necktie",Objects,1F454,true
👕,"t-shirt",Objects,1F455,true
👖,"jeans",Objects,1F456,true
🧣,"scarf",Objects,1F9E3,true
🧤,"gloves",Objects,1F9E4,true
🧥,"coat",Objects,1F9E5,true
🧦,"socks",Objects,1F9E6,true
👗,"dress",Objects,1F457,true
👘,"kimono",Objects,1F458,true
🥻,"sari",Objects,1F97B,true
🩱,"one-piece swimsuit",Objects,1FA71,true
🩲,"briefs",Objects,1FA72,true
🩳,"shorts",Objects,1FA73,true
👙,"bikini",Objects,1F459,true
👚,"woman’s clothes",Objects,1F45A,true
🪭,"folding hand fan",Objects,1FAAD,true
👛,"purse",Objects,1F45B,true
👜,"handbag",Objects,1F45C,true
👝,"clutch bag",Objects,1F45D,true
🛍️,"shopping bags",Objects,1F6CD FE0F,false
🎒,"backpack",Objects,1F392,true
🩴,"thong sandal",Objects,1FA74,true
👞,"man’s shoe",Objects,1F45E,true
👟,"running shoe",Objects,1F45F,true
🥾,"hiking boot",Objects,1F97E,true
🥿,"flat shoe",Objects,1F97F,true
👠,"high-heeled shoe",Objects,1F460,true
👡,"woman’s sandal",Objects,1F461,true
🩰,"ballet shoes",Objects,1FA70,true
👢,"woman’s boot",Objects,1F462,true
🪮,"hair pick",Objects,1FAAE,true
👑,"crown",Objects,1F451,true
👒,"woman’s hat",Objects,1F452,true
🎩,"top hat",Objects,1F3A9,true
🎓,"graduation cap",Objects,1F393,true
🧢,"billed cap",Objects,1F9E2,true
🪖,"military helmet",Objects,1FA96,true
⛑️,"rescue worker’s helmet",Objects,26D1 FE0F,false
📿,"prayer beads",Objects,1F4FF,true
💄,"lipstick",Objects,1F484,true
💍,"ring",Objects,1F48D,true
💎,"gem stone",Objects,1F48E,true
🔇,"muted speaker",Objects,1F507,true
🔈,"speaker low volume",Objects,1F508,true
🔉,"speaker medium volume",Objects,1F509,true
🔊,"speaker high volume",Objects,1F50A,true
📢,"loudspeaker",Objects,1F4E2,true
📣,"megaphone",Objects,1F4E3,true
📯,"postal horn",Objects,1F4EF,true
🔔,"bell",Objects,1F514,true
🔕,"bell with slash",Objects,1F515,true
🎼,"musical score",Objects,1F3BC,true
🎵,"musical note",Objects,1F3B5,true
🎶,"musical notes",Objects,1F3B6,true
🎙️,"studio microphone",Objects,1F399 FE0F,false
🎚️,"level slider",Objects,1F39A FE0F,false
🎛️,"control knobs",Objects,1F39B FE0F,false
🎤,"microphone",Objects,1F3A4,true
🎧,"headphone",Objects,1F3A7,true
📻,"radio",Objects,1F4FB,true
🎷,"saxophone",Objects,1F3B7,true
🪗,"accordion",Objects,1FA97,true
🎸,"guitar",Objects,1F3B8,true
🎹,"musical keyboard",Objects,1F3B9,true
🎺,"trumpet",Objects,1F3BA,true
🎻,"violin",Objects,1F3BB,true
🪕,"banjo",Objects,1FA95,true
🥁,"drum",Objects,1F941,true
🪘,"long drum",Objects,1FA98,true
🪇,"maracas",Objects,1FA87,true
🪈,"flute",Objects,1FA88,true
📱,"mobile phone",Objects,1F4F1,true
📲,"mobile phone with arrow",Objects,1F4F2,true
☎️,"telephone",Objects,260E FE0F,false
📞,"telephone receiver",Objects,1F4DE,true
📟,"pager",Objects,1F4DF,true
📠,"fax machine",Objects,1F4E0,true
🔋,"battery",Objects,1F50B,true
🪫,"low battery",Objects,1FAAB,true
🔌,"electric plug",Objects,1F50C,true
💻,"laptop",Objects,1F4BB,true
🖥️,"desktop computer",Objects,1F5A5 FE0F,false
🖨️,"printer",Objects,1F5A8 FE0F,false
⌨️,"keyboard",Objects,2328 FE0F,false
🖱️,"computer mouse",Objects,1F5B1 FE0F,false
🖲️,"trackball",Objects,1F5B2 FE0F,false
💽,"computer disk",Objects,1F4BD,true
💾,"floppy disk",Objects,1F4BE,true
💿,"optical disk",Objects,1F4BF,true
📀,"dvd",Objects,1F4C0,true
🧮,"abacus",Objects,1F9EE,true
🎥,"movie camera",Objects,1F3A5,true
🎞️,"film frames",Objects,1F39E FE0F,false
📽️,"film projector",Objects,1F4FD FE0F,false
🎬,"clapper board",Objects,1F3AC,true
📺,"television",Objects,1F4FA,true
📷,"camera",Objects,1F4F7,true
📸,"camera with flash",Objects,1F4F8,true
📹,"video camera",Objects,1F4F9,true
📼,"videocassette",Objects,1F4FC,true
🔍,"magnifying glass tilted left",Objects,1F50D,true
🔎,"magnifying glass tilted right",Objects,1F50E,true
🕯️,"candle",Objects,1F56F FE0F,false
💡,"light bulb",Objects,1F4A1,true
🔦,"flashlight",Objects,1F526,true
🏮,"red paper lantern",Objects,1F3EE,true
🪔,"diya lamp",Objects,1FA94,true
📔,"notebook with decorative cover",Objects,1F4D4,true
📕,"closed book",Objects,1F4D5,true
📖,"open book",Objects,1F4D6,true
📗,"green book",Objects,1F4D7,true
📘,"blue book",Objects,1F4D8,true
📙,"orange book",Objects,1F4D9,true
📚,"books",Objects,1F4DA,true
📓,"notebook",Objects,1F4D3,true
📒,"ledger",Objects,1F4D2,true
📃,"page with curl",Objects,1F4C3,true
📜,"scroll",Objects,1F4DC,true
📄,"page facing up",Objects,1F4C4,true
📰,"newspaper",Objects,1F4F0,true
🗞️,"rolled-up newspaper",Objects,1F5DE FE0F,false
📑,"bookmark tabs",Objects,1F4D1,true
🔖,"bookmark",Objects,1F516,true
🏷️,"label",Objects,1F3F7 FE0F,false
💰,"money bag",Objects,1F4B0,true
🪙,"coin",Objects,1FA99,true
💴,"yen banknote",Objects,1F4B4,true
💵,"dollar banknote",Objects,1F4B5,true
💶,"euro banknote",Objects,1F4B6,true
💷,"pound banknote",Objects,1F4B7,true
💸,"money with wings",Objects,1F4B8,true
💳,"credit card",Objects,1F4B3,true
🧾,"receipt",Objects,1F9FE,true
💹,"chart increasing with yen",Objects,1F4B9,true
✉️,"envelope",Objects,2709 FE0F,false
📧,"e-mail",Objects,1F4E7,true
📨,"incoming envelope",Objects,1F4E8,true
📩,"envelope with arrow",Objects,1F4E9,true
📤,"outbox tray",Objects,1F4E4,true
📥,"inbox tray",Objects,1F4E5,true
📦,"package",Objects,1F4E6,true
📫,"closed mailbox with raised flag",Objects,1F4EB,true
📪,"closed mailbox with lowered flag",Objects,1F4EA,true
📬,"open mailbox with raised flag",Objects,1F4EC,true
📭,"open mailbox with lowered flag",Objects,1F4ED,true
📮,"postbox",Objects,1F4EE,true
🗳️,"ballot box with ballot",Objects,1F5F3 FE0F,false
✏️,"pencil",Objects,270F FE0F,false
✒️,"black nib",Objects,2712 FE0F,false
🖋️,"fountain pen",Objects,1F58B FE0F,false
🖊️,"pen",Objects,1F58A FE0F,false
🖌️,"paintbrush",Objects,1F58C FE0F,false
🖍️,"crayon",Objects,1F58D FE0F,false
📝,"memo",Objects,1F4DD,true
💼,"briefcase",Objects,1F4BC,true
📁,"file folder",Objects,1F4C1,true
📂,"open file folder",Objects,1F4C2,true
🗂️,"card index dividers",Objects,1F5C2 FE0F,false
📅,"calendar",Objects,1F4C5,true
📆,"tear-off calendar",Objects,1F4C6,true
🗒️,"spiral notepad",Objects,1F5D2 FE0F,false
🗓️,"spiral calendar",Objects,1F5D3 FE0F,false
📇,"card index",Objects,1F4C7,true
📈,"chart increasing",Objects,1F4C8,true
📉,"chart decreasing",Objects,1F4C9,true
📊,"bar chart",Objects,1F4CA,true
📋,"clipboard",Objects,1F4CB,true
📌,"pushpin",Objects,1F4CC,true
📍,"round pushpin",Objects,1F4CD,true
📎,"paperclip",Objects,1F4CE,true
🖇️,"linked paperclips",Objects,1F587 FE0F,false
📏,"straight ruler",Objects,1F4CF,true
📐,"triangular ruler",Objects,1F4D0,true
✂️,"scissors",Objects,2702 FE0F,false
🗃️,"card file box",Objects,1F5C3 FE0F,false
🗄️,"file cabinet",Objects,1F5C4 FE0F,false
🗑️,"wastebasket",Objects,1F5D1 FE0F,false
🔒,"locked",Objects,1F512,true
🔓,"unlocked",Objects,1F513,true
🔏,"locked with pen",Objects,1F50F,true
🔐,"locked with key",Objects,1F510,true
🔑,"key",Objects,1F511,true
🗝️,"old key",Objects,1F5DD FE0F,false
🔨,"hammer",Objects,1F528,true
🪓,"axe",Objects,1FA93,true
⛏️,"pick",Objects,26CF FE0F,false
⚒️,"hammer and pick",Objects,2692 FE0F,false
🛠️,"hammer and wrench",Objects,1F6E0 FE0F,false
🗡️,"dagger",Objects,1F5E1 FE0F,false
⚔️,"crossed swords",Objects,2694 FE0F,false
💣,"bomb",Objects,1F4A3,true
🪃,"boomerang",Objects,1FA83,true
🏹,"bow and arrow",Objects,1F3F9,true
🛡️,"shield",Objects,1F6E1 FE0F,false
🪚,"carpentry saw",Objects,1FA9A,true
🔧,"wrench",Objects,1F527,true
🪛,"screwdriver",Objects,1FA9B,true
🔩,"nut and bolt",Objects,1F529,true
⚙️,"gear",Objects,2699 FE0F,false
🗜️,"clamp",Objects,1F5DC FE0F,false
⚖️,"balance scale",Objects,2696 FE0F,false
🦯,"white cane",Objects,1F9AF,true
🔗,"link",Objects,1F517,true
⛓️‍💥,"broken chain",Objects,26D3 FE0F 200D 1F4A5,false
⛓️,"chains",Objects,26D3 FE0F,false
🪝,"hook",Objects,1FA9D,true
🧰,"toolbox",Objects,1F9F0,true
🧲,"magnet",Objects,1F9F2,true
🪜,"ladder",Objects,1FA9C,true
